selling_price,km_driven,fuel,seller_type,transmission,owner,engine,max_power,seats,mileage,car_age
480000,80000,1,1,1,0,1248.0,74.0,5.0,23.4,12
700000,40000,1,1,1,0,1396.0,88.73,5.0,22.54,9
650000,110000,1,1,1,4,1248.0,88.76,7.0,20.77,10
1300000,48000,1,1,1,2,1582.0,126.2,5.0,19.67,10
1350000,97000,1,1,0,0,1968.0,138.03,5.0,16.96,9
1000000,60000,1,1,0,0,1498.0,108.6,5.0,22.15,9
1700000,110000,1,1,0,4,2987.0,165.0,5.0,0.0,14
1080000,12800,3,1,0,0,1496.0,105.5,5.0,17.8,7
170000,40000,3,1,1,0,814.0,55.2,5.0,21.1,13
610000,49000,1,1,1,0,1248.0,74.0,5.0,28.4,8
350000,25000,3,1,1,0,1197.0,85.8,5.0,18.5,11
260000,65000,3,1,1,2,796.0,47.3,5.0,22.74,9
700000,20000,1,1,1,0,1248.0,91.7,5.0,20.4,10
678000,17000,3,1,1,0,999.0,75.0,5.0,18.78,7
800000,15000,1,1,1,0,1248.0,88.5,5.0,23.65,10
400000,120000,1,1,1,2,1364.0,67.04,5.0,23.59,11
300000,49000,3,1,1,0,1197.0,80.0,5.0,18.5,15
520000,29000,3,1,1,0,1197.0,81.83,5.0,18.6,9
850000,55000,1,1,0,0,1461.0,108.5,5.0,19.61,8
1460000,5000,1,1,1,0,1497.0,121.0,7.0,17.3,6
830000,35000,1,1,1,0,1497.0,108.5,5.0,21.5,8
430000,5000,3,1,1,2,1198.0,67.0,5.0,20.63,7
850000,60000,1,1,1,0,1498.0,98.59,5.0,22.77,8
650000,70000,3,1,1,0,1197.0,83.14,5.0,20.85,8
120000,120000,1,1,1,2,1493.0,110.0,5.0,16.8,17
730000,65100,1,1,1,2,1493.0,100.0,7.0,18.49,9
525000,20000,3,1,0,0,1197.0,81.8,5.0,20.89,6
600000,108000,1,1,1,0,1396.0,88.73,5.0,21.19,10
500000,15000,3,1,1,0,1197.0,81.8,5.0,21.21,6
150000,77000,3,1,1,0,1086.0,62.1,5.0,17.92,16
409999,18500,3,1,1,0,998.0,67.04,5.0,20.51,10
625000,120000,1,1,1,0,1493.0,100.0,7.0,18.49,9
290000,15200,3,1,1,0,799.0,53.3,5.0,25.17,10
500000,35000,3,1,1,0,1497.0,117.3,7.0,17.3,10
475000,80000,1,1,1,0,1582.0,126.32,5.0,22.32,14
190000,70000,3,1,1,0,814.0,55.2,5.0,21.1,12
750000,80000,1,1,1,2,2179.0,140.0,7.0,15.1,11
525000,120000,1,1,1,2,1461.0,108.5,5.0,19.01,11
495000,82000,1,1,1,4,1998.0,163.7,5.0,17.3,13
321000,60000,3,1,0,2,1497.0,118.0,5.0,16.8,15
585000,50000,3,1,1,0,1197.0,78.9,5.0,17.71,8
225000,70000,1,1,1,0,1399.0,68.0,5.0,20.0,14
500000,70000,1,1,1,0,1498.0,98.6,5.0,25.8,8
350000,90000,1,1,1,4,1396.0,90.0,5.0,23.0,14
756000,70000,1,1,1,2,1248.0,88.5,7.0,24.52,9
240000,50000,3,1,1,0,796.0,47.3,5.0,22.74,11
80000,120000,3,1,1,2,796.0,35.0,8.0,19.7,13
800000,5000,3,1,1,0,1197.0,81.86,5.0,17.19,6
1250000,25000,1,1,1,0,2179.0,147.94,7.0,17.6,7
320000,80000,1,1,1,4,2179.0,120.0,7.0,12.05,16
509999,25000,3,1,1,0,1197.0,82.0,5.0,18.9,8
650000,15000,1,1,1,0,1248.0,74.0,5.0,22.95,6
210000,35000,3,1,1,2,998.0,67.1,5.0,20.92,14
110000,80000,3,1,1,2,796.0,46.3,5.0,19.7,17
665000,25000,1,1,1,0,1497.0,108.5,5.0,21.5,8
555000,52000,1,1,1,0,1498.0,108.62,5.0,21.66,8
560000,52000,1,1,1,0,1498.0,108.62,5.0,21.66,8
375000,80000,1,1,1,0,1198.0,77.0,6.0,25.32,9
290000,77000,1,1,1,2,1248.0,81.83,5.0,19.44,14
2950000,50000,1,1,0,0,2755.0,174.5,7.0,15.04,8
605000,127000,1,1,1,0,1248.0,74.02,5.0,28.4,8
720000,30000,3,1,1,0,1199.0,88.7,5.0,17.5,8
800000,70000,1,1,1,0,1248.0,88.5,7.0,24.52,8
1325000,54000,1,1,1,0,2179.0,140.0,7.0,16.0,8
625000,120000,1,1,1,2,2835.0,116.9,6.0,10.5,14
350000,116500,1,1,1,0,1396.0,90.0,5.0,23.0,14
600000,145000,1,1,1,2,2494.0,100.0,8.0,12.99,13
300000,120000,3,1,1,0,1197.0,82.85,5.0,18.5,13
240000,120000,1,1,1,0,2179.0,138.1,7.0,13.93,14
377000,80000,1,1,1,0,1498.0,99.0,5.0,25.83,9
450000,140000,3,1,1,0,1373.0,93.7,7.0,16.02,12
160000,100000,3,1,1,1,1599.0,103.2,5.0,13.9,17
525000,100000,3,1,1,0,1197.0,81.86,5.0,20.14,6
550000,168000,1,1,1,2,2494.0,102.0,8.0,12.8,14
270000,120000,1,1,1,4,1991.0,147.9,5.0,18.3,15
570000,145000,1,1,1,2,1364.0,67.05,5.0,23.59,9
225000,90000,1,1,1,2,1399.0,68.0,5.0,20.0,14
590000,90000,3,1,1,0,1197.0,81.86,5.0,20.14,6
1675000,80000,1,1,1,0,1956.0,170.0,5.0,17.1,7
800000,33000,3,0,1,0,1194.0,94.93,5.0,19.4,6
450000,13500,3,1,1,0,1199.0,82.4,5.0,18.2,11
300000,80000,1,1,1,0,1405.0,70.0,5.0,17.0,13
645000,20000,3,1,1,0,1197.0,81.83,5.0,18.6,8
520000,58000,1,1,1,0,1248.0,74.0,5.0,23.4,12
200000,40000,3,1,1,0,814.0,55.2,5.0,21.1,12
700000,30000,3,1,1,0,1497.0,117.3,5.0,17.4,10
45000,50000,3,1,1,2,796.0,37.0,4.0,16.1,25
459999,73000,1,1,1,0,1498.0,99.0,5.0,25.83,9
325000,90000,1,1,1,2,1248.0,73.94,5.0,23.2,11
350000,50000,3,1,1,2,998.0,67.04,5.0,20.51,10
440000,80000,1,1,1,4,1582.0,126.3,5.0,22.32,14
320000,70000,1,1,1,2,1396.0,90.0,5.0,21.9,14
169000,41000,3,1,1,0,995.0,62.0,5.0,18.0,14
350000,50000,3,1,1,1,1198.0,73.9,5.0,16.47,12
350000,113226,1,0,1,0,1399.0,67.0,5.0,19.68,11
310000,90000,1,1,1,2,1399.0,68.1,5.0,20.0,12
150000,70000,3,1,1,4,1248.0,81.83,5.0,19.44,18
420000,160500,1,1,1,1,2179.0,115.0,5.0,13.5,15
685000,30000,3,1,0,0,1373.0,91.1,5.0,19.12,10
560000,132000,1,1,1,2,1461.0,108.45,5.0,19.72,11
470000,120000,1,1,1,4,1248.0,74.0,5.0,22.9,12
380000,80000,3,1,1,2,1599.0,103.2,5.0,16.2,14
670000,57000,1,1,1,2,1997.0,120.0,7.0,15.4,10
550000,5000,3,1,1,0,1197.0,81.8,5.0,22.0,7
749000,25000,3,1,1,0,1591.0,121.3,5.0,17.01,9
899000,80000,1,1,1,2,1582.0,126.2,5.0,19.67,10
290000,88000,1,1,1,4,1991.0,123.7,5.0,16.52,14
869999,217000,1,1,1,2,2494.0,100.6,7.0,12.99,11
350000,60000,3,1,1,0,1198.0,67.0,7.0,20.62,10
500000,43000,3,1,1,0,1197.0,83.14,5.0,20.85,8
400000,77000,1,1,0,2,1498.0,103.6,5.0,21.66,11
260000,30000,3,1,1,0,799.0,53.3,5.0,25.17,9
220000,40000,3,1,1,2,796.0,47.3,5.0,22.74,10
190000,139000,1,1,1,2,1248.0,73.8,8.0,18.2,11
400000,80000,3,1,1,0,1197.0,82.0,5.0,18.9,9
170000,76000,1,1,1,2,936.0,56.3,5.0,25.44,11
650000,3500,3,1,1,0,1197.0,81.86,5.0,18.6,6
60000,62000,3,1,1,2,796.0,37.0,4.0,16.1,18
300000,110000,3,1,1,2,2092.0,127.0,7.0,12.0,18
125000,40000,3,1,1,2,995.0,62.1,5.0,16.2,13
130000,120000,1,1,1,2,1248.0,81.83,5.0,19.44,12
500000,1500000,1,1,1,0,2179.0,140.0,7.0,15.1,13
170000,70000,3,1,1,4,796.0,46.3,5.0,19.7,14
310000,77000,1,1,1,2,1248.0,73.9,5.0,19.3,13
130000,110000,3,1,1,2,995.0,62.0,5.0,18.0,14
465000,20000,3,1,1,0,998.0,67.04,5.0,20.51,9
160000,90000,1,1,1,4,1248.0,81.83,5.0,19.44,30
800000,120005,1,1,0,2,2987.0,198.5,5.0,11.0,20
260000,16830,3,1,1,0,998.0,67.1,5.0,20.2,13
500000,70000,1,1,1,0,2523.0,63.0,9.0,15.96,12
325000,38000,3,1,1,0,999.0,67.0,5.0,23.01,8
400000,80000,1,1,1,0,2523.0,63.0,9.0,15.96,12
3200000,50000,1,1,1,0,2755.0,174.5,7.0,14.24,7
200000,50000,1,1,1,0,1396.0,52.8,5.0,17.88,18
450000,52000,1,1,1,0,1493.0,100.0,7.0,17.21,12
229999,50000,1,1,1,0,1405.0,70.0,5.0,17.0,13
340000,30000,3,1,1,0,814.0,55.2,5.0,21.1,9
550000,103000,1,1,1,0,2523.0,62.1,7.0,15.96,11
975000,93468,1,1,0,2,2953.0,153.86,7.0,11.4,14
225000,80000,3,1,1,2,1595.0,102.0,5.0,14.0,15
280000,70000,1,1,1,0,1396.0,69.0,5.0,25.0,12
259000,35000,1,1,1,0,1396.0,69.0,5.0,23.03,13
3200000,60000,1,1,0,0,2755.0,174.5,7.0,15.04,7
1400000,30000,1,1,1,0,1997.0,140.0,7.0,16.0,7
416000,40000,3,1,0,0,1499.0,110.4,5.0,17.01,10
250000,70000,1,1,1,0,1248.0,90.0,5.0,19.0,14
210000,120000,1,1,1,0,1248.0,88.8,5.0,21.12,15
290000,120000,1,1,1,2,2179.0,120.0,8.0,12.05,17
220000,90000,1,1,1,0,1396.0,69.0,5.0,23.03,13
246000,35000,1,1,1,2,1396.0,69.0,5.0,23.03,13
260000,30000,3,1,1,0,796.0,34.2,8.0,16.8,7
1050000,70000,1,1,1,0,1396.0,88.7,5.0,21.38,7
550000,20000,3,1,1,0,1197.0,81.8,5.0,20.4,9
450000,70000,1,1,1,0,1405.0,69.01,5.0,19.09,8
773000,65000,3,1,1,0,1497.0,117.3,5.0,17.8,9
450000,25000,3,1,1,0,1199.0,84.0,5.0,23.84,8
409999,10000,3,1,1,0,1196.0,73.0,5.0,15.37,6
45000,35000,3,1,1,1,796.0,37.0,4.0,16.1,22
600000,80000,3,1,0,2,2496.0,179.5,5.0,11.07,11
250000,63000,3,1,1,0,1199.0,79.4,5.0,18.6,15
70000,100000,1,1,1,0,1405.0,62.0,5.0,16.8,17
430000,16589,3,2,1,0,998.0,67.04,5.0,20.51,7
675000,53201,3,2,1,2,1497.0,117.3,5.0,17.8,9
570000,25272,3,2,1,0,1197.0,81.8,5.0,21.01,8
850000,53619,1,2,1,0,1248.0,88.5,5.0,24.3,8
640000,6001,3,0,1,0,1496.0,120.69,5.0,15.9,7
250000,80000,1,1,1,0,1405.0,69.01,5.0,19.09,12
1250000,12000,1,1,1,0,1461.0,108.45,5.0,19.6,7
889000,25000,3,1,1,0,1497.0,121.31,5.0,17.0,8
750000,40000,1,1,1,2,1396.0,88.73,5.0,22.54,8
320000,130000,1,1,1,4,1248.0,75.0,5.0,17.8,15
600000,202000,1,1,1,0,1968.0,138.08,5.0,17.67,14
1000000,40000,1,1,1,0,1248.0,88.5,5.0,28.09,7
110000,70000,3,1,1,1,993.0,60.0,5.0,17.3,25
250000,120000,3,1,1,2,1497.0,78.0,5.0,17.7,17
600000,60000,1,1,1,0,1248.0,74.0,5.0,26.59,10
165000,60000,3,1,1,0,998.0,67.1,5.0,19.0,16
118000,60000,3,1,1,2,796.0,46.3,5.0,19.7,21
700000,78000,1,1,1,0,1248.0,74.0,5.0,27.39,9
585000,80000,1,1,1,2,1461.0,83.8,5.0,20.46,12
120000,120000,3,1,1,1,796.0,46.3,5.0,19.7,19
65000,90000,3,1,1,1,796.0,37.0,4.0,16.1,22
150000,100000,3,1,1,2,796.0,46.3,5.0,19.7,19
150000,70000,3,1,1,1,796.0,46.3,5.0,19.7,16
170000,160000,1,1,1,4,1493.0,82.0,5.0,13.1,21
250000,120000,1,1,1,4,2179.0,120.0,8.0,10.5,19
100000,100000,1,1,1,4,1493.0,82.0,5.0,13.1,20
599000,60000,1,1,1,2,1248.0,88.76,7.0,20.77,12
250000,135000,1,1,1,4,1991.0,147.9,5.0,18.3,15
570000,90000,3,1,1,0,1197.0,81.8,5.0,20.4,9
440000,75000,1,1,1,2,1199.0,73.9,5.0,22.07,12
300000,185000,1,1,1,2,2494.0,100.6,7.0,11.4,20
300000,71717,3,1,0,2,1198.0,76.0,5.0,19.34,10
500000,150000,1,1,0,2,2179.0,120.0,8.0,11.79,14
660000,55000,1,1,1,0,1248.0,74.0,5.0,26.59,9
256000,90000,3,1,1,2,1596.0,99.6,5.0,15.3,13
409999,35000,3,1,1,0,999.0,67.0,5.0,23.01,7
1888000,120000,1,1,1,2,2982.0,168.5,7.0,12.55,10
250000,100000,2,1,1,2,1086.0,62.1,5.0,13.45,14
280000,40000,3,1,0,4,1799.0,130.0,5.0,12.9,16
300000,100000,1,1,1,0,2489.0,95.0,8.0,13.0,15
900000,120000,1,1,1,0,2179.0,147.94,5.0,14.1,9
190000,60000,3,1,1,0,998.0,67.1,5.0,19.0,11
800000,2000,1,1,1,0,2523.0,63.0,9.0,15.96,6
450000,100000,1,1,1,0,2523.0,75.0,8.0,14.0,13
400000,110000,1,1,1,0,2489.0,93.7,7.0,14.95,10
150000,90000,1,1,1,2,2179.0,138.1,7.0,13.93,16
200000,84321,1,1,1,0,1396.0,70.0,5.0,23.57,14
600000,177000,1,1,1,0,2179.0,140.0,7.0,15.1,12
175000,60000,1,1,1,0,1248.0,75.0,5.0,18.0,15
99000,205000,1,1,1,2,1396.0,69.0,5.0,19.09,17
215000,70000,3,1,1,2,1197.0,78.9,5.0,20.36,17
190000,70000,3,1,1,4,1248.0,81.83,5.0,19.44,14
520000,126000,1,1,1,2,1461.0,108.45,5.0,19.01,12
2280000,120000,1,1,0,2,3198.0,197.0,7.0,10.91,9
285000,70000,1,1,1,0,1405.0,70.0,5.0,19.1,10
660000,82000,1,1,1,0,1493.0,100.0,7.0,18.49,8
31504,110000,3,1,1,4,796.0,37.0,4.0,16.1,21
515000,45000,3,1,1,2,1197.0,83.14,5.0,20.85,10
295000,70000,1,1,1,2,1461.0,84.8,5.0,21.64,13
700000,80000,1,1,1,2,1461.0,83.8,5.0,20.45,10
1100000,45000,1,1,1,0,2179.0,120.0,7.0,15.4,8
300000,60000,3,1,1,0,998.0,68.05,5.0,20.3,8
450000,41800,3,1,1,0,1197.0,85.8,5.0,18.6,12
135000,132000,3,1,1,2,1248.0,81.83,5.0,19.44,15
700000,50000,1,1,1,2,1248.0,74.02,5.0,28.4,8
250000,40000,1,1,1,0,1399.0,68.0,5.0,20.0,13
140000,96000,3,1,1,2,1061.0,67.0,5.0,18.9,16
250000,117000,1,1,1,0,2498.0,112.0,8.0,14.0,13
210000,110000,3,1,1,2,1086.0,68.05,5.0,19.81,14
420000,100000,1,1,1,2,1498.0,98.6,5.0,25.8,11
130000,88700,3,1,1,4,796.0,46.3,5.0,19.7,18
320000,70000,3,1,1,2,1498.0,97.7,5.0,16.95,13
200000,110000,3,1,1,2,1061.0,64.0,5.0,17.3,15
310000,15000,3,1,1,0,796.0,47.3,5.0,22.74,9
200000,80000,1,1,1,2,1461.0,65.0,5.0,20.8,13
350000,50000,3,1,1,0,1197.0,85.8,5.0,18.5,11
444000,15000,3,1,1,0,814.0,55.2,5.0,21.1,7
300000,25000,3,1,1,0,799.0,53.64,5.0,22.7,8
225000,57000,1,1,1,2,1461.0,64.1,5.0,21.0,14
600000,75000,1,1,1,0,2523.0,62.1,7.0,15.96,13
260000,26000,3,1,1,0,1196.0,73.0,5.0,15.37,12
375000,160000,1,1,1,0,1120.0,71.01,5.0,24.4,10
150000,120000,3,1,1,2,796.0,46.3,5.0,19.7,15
110000,50000,3,1,1,2,796.0,46.3,5.0,19.7,11
225000,40000,3,1,1,0,796.0,46.3,5.0,19.7,13
400000,90000,1,1,1,4,1248.0,81.83,5.0,19.44,14
93000,120000,3,1,1,4,1248.0,81.83,5.0,19.44,20
860000,28000,3,1,1,0,1497.0,117.3,5.0,17.8,8
650000,50000,1,1,1,0,1248.0,74.02,5.0,28.4,7
650000,90000,1,1,1,0,1248.0,88.8,7.0,20.77,11
710000,40000,1,1,1,0,1396.0,88.7,5.0,24.8,9
430000,113000,1,1,1,0,1498.0,99.0,5.0,25.83,8
305000,188000,1,1,1,2,1248.0,75.0,5.0,17.8,14
220000,100000,1,1,1,0,1399.0,68.0,5.0,20.0,14
150000,225000,1,1,1,4,1948.0,90.0,9.0,14.0,15
660000,67000,1,1,1,2,1493.0,100.0,7.0,18.49,8
140000,70000,1,1,1,1,936.0,57.6,5.0,25.44,14
1100000,50000,3,1,1,0,1798.0,138.03,5.0,14.28,10
2450000,60000,1,1,0,0,2179.0,187.7,5.0,16.36,12
625000,34000,1,1,0,0,1498.0,108.495,5.0,22.0,8
198000,110000,3,1,1,4,1493.0,100.0,5.0,12.8,21
60000,71000,3,1,1,2,1248.0,81.83,5.0,19.44,24
130000,140000,3,1,1,2,998.0,67.1,5.0,18.9,20
540000,100000,3,1,1,2,1497.0,116.3,5.0,16.8,13
550000,10000,3,1,0,0,1197.0,81.86,5.0,18.9,8
475000,30000,3,1,1,0,998.0,67.04,5.0,21.63,7
2825000,22000,1,0,0,0,1968.0,174.33,5.0,15.73,8
2125000,5500,1,0,1,0,1597.0,118.0,5.0,26.8,5
3350000,18000,1,0,0,0,1998.0,190.0,5.0,19.62,7
1800000,20000,1,0,0,0,2755.0,171.5,8.0,11.36,7
540000,7000,3,0,1,0,1086.0,68.0,5.0,20.3,7
910000,20000,1,0,1,0,2596.0,80.8,5.0,17.0,7
484999,4875,3,0,1,0,998.0,67.04,5.0,21.63,6
1950000,2700,1,0,0,0,1582.0,126.2,5.0,17.01,5
950000,58511,1,0,1,0,1248.0,88.5,5.0,24.3,7
365000,105000,1,0,1,0,1498.0,99.0,5.0,25.83,10
900000,26235,1,0,1,0,2498.0,105.0,6.0,16.55,7
919999,26766,1,0,1,0,1497.0,108.5,5.0,21.5,8
1900000,1600,3,0,0,0,1451.0,141.0,5.0,13.96,5
2950000,46000,1,0,1,0,2148.0,170.0,5.0,15.8,7
1075000,23000,1,0,1,0,1497.0,121.0,7.0,17.3,6
600000,24522,3,0,1,0,1197.0,81.8,5.0,20.4,8
3200000,13663,1,0,0,0,1995.0,190.0,5.0,22.69,8
2600000,11000,1,0,0,0,1968.0,141.0,5.0,19.3,6
839000,63000,1,0,1,0,1248.0,88.5,5.0,24.3,9
635000,2000,3,0,1,0,1199.0,74.0,5.0,16.2,6
550000,300000,1,1,1,4,2179.0,120.0,8.0,12.05,11
180000,190000,1,1,1,4,1461.0,65.0,5.0,19.2,14
650000,80000,1,1,1,0,1498.0,98.6,5.0,26.0,10
350000,80000,3,1,1,2,1198.0,90.0,5.0,16.0,14
265000,54000,3,1,1,0,998.0,67.05,5.0,23.95,10
330000,30000,3,1,1,0,999.0,67.0,5.0,23.01,7
395000,5000,3,1,1,0,1196.0,73.0,7.0,15.37,6
700000,58945,1,1,1,0,1493.0,100.0,7.0,18.49,10
300000,90000,1,1,1,0,1399.0,68.0,5.0,20.0,13
650000,375000,1,1,1,0,2494.0,102.0,8.0,12.8,14
625000,160000,1,1,1,4,1248.0,88.76,7.0,20.77,12
425000,80000,1,1,1,2,1598.0,103.6,5.0,15.11,11
55000,50000,3,1,1,4,796.0,37.0,4.0,16.1,21
250000,80000,1,1,1,2,1405.0,69.01,5.0,19.09,10
459999,156975,1,1,1,0,2523.0,62.1,9.0,15.96,10
1594000,5000,1,1,1,0,1364.0,86.79,5.0,21.43,8
300000,50000,3,1,1,0,1199.0,82.4,5.0,18.2,11
950000,27620,1,0,1,0,1498.0,98.59,5.0,22.77,7
484999,120000,1,1,1,0,2179.0,120.0,9.0,12.05,12
161000,120000,1,1,1,4,2498.0,112.0,8.0,14.0,16
500000,58000,3,1,1,0,1197.0,81.86,5.0,17.19,10
350000,50000,3,1,1,0,1498.0,97.7,5.0,16.95,13
550000,40000,3,1,0,0,1197.0,81.8,5.0,20.89,8
850000,7800,3,1,1,0,1199.0,88.7,5.0,17.5,7
240000,50000,3,1,1,0,796.0,47.3,5.0,22.74,9
950000,68000,1,1,1,0,2499.0,141.0,7.0,13.1,14
423000,60000,3,1,1,2,1373.0,93.7,7.0,16.02,10
90000,74000,3,1,1,2,1396.0,85.0,5.0,12.8,20
350000,58000,1,1,1,2,2179.0,138.1,7.0,13.93,14
170000,70000,3,1,1,4,998.0,66.1,5.0,19.0,14
450000,70000,3,1,1,0,1196.0,86.8,5.0,18.16,10
150000,110000,3,1,1,2,1197.0,78.9,5.0,20.36,16
75000,80000,3,1,1,4,1248.0,81.83,5.0,19.44,23
511000,80000,1,1,1,0,1396.0,88.73,5.0,22.54,9
850000,59000,1,1,1,0,1498.0,93.87,7.0,24.2,7
250000,110000,1,1,1,0,1396.0,69.0,5.0,25.0,7
420000,25000,3,1,1,0,998.0,67.04,5.0,21.63,5
180000,55000,3,1,1,0,796.0,47.3,5.0,22.74,11
400000,25000,1,1,1,0,793.0,47.0,5.0,27.62,10
150000,300000,1,1,1,0,2498.0,112.0,7.0,14.0,16
500000,143200,1,1,1,0,1498.0,99.0,5.0,25.83,9
1689999,60000,1,1,1,0,1956.0,170.0,5.0,17.1,8
204999,120000,1,1,1,0,1461.0,63.1,5.0,23.08,13
459999,145000,1,1,1,2,1248.0,88.5,5.0,26.21,11
600000,30000,3,1,1,0,1197.0,81.83,5.0,18.6,8
585000,8000,3,1,1,0,1197.0,81.86,5.0,18.9,6
551000,170000,1,1,1,0,2499.0,141.0,7.0,13.1,13
525000,100000,1,1,1,0,1248.0,74.0,5.0,23.4,12
160000,62000,3,1,1,0,796.0,35.0,5.0,14.0,13
825000,110000,1,1,1,0,2179.0,140.0,7.0,15.1,11
127000,137000,0,1,1,0,1248.0,81.83,5.0,19.44,18
600000,80000,1,1,1,2,2499.0,72.4,9.0,13.58,10
65000,80000,3,1,1,2,993.0,60.0,5.0,17.3,23
550000,100000,1,1,1,0,1248.0,74.0,5.0,23.4,12
650000,120000,1,1,1,0,2523.0,63.0,9.0,15.96,10
750000,24000,1,1,1,0,1248.0,74.02,5.0,28.4,6
380000,80000,1,1,1,0,1198.0,77.0,6.0,25.32,8
400000,138000,1,1,1,0,1582.0,126.32,5.0,22.32,13
50000,147000,3,1,1,1,998.0,67.1,5.0,18.9,22
750000,60000,1,1,1,0,1493.0,100.0,7.0,18.49,8
150000,80000,3,1,1,0,995.0,62.0,5.0,18.0,14
245000,50000,3,1,1,0,796.0,47.3,5.0,22.74,9
260000,189000,1,1,1,0,1248.0,88.76,5.0,21.02,12
411000,90000,1,1,0,2,1498.0,103.2,5.0,21.21,11
450000,56000,1,1,1,0,1396.0,88.76,5.0,21.9,11
1300000,140000,1,1,0,2,1995.0,184.0,5.0,18.88,13
351000,60000,3,1,1,0,998.0,67.04,5.0,23.1,9
550000,130000,1,1,1,0,2179.0,140.0,7.0,15.1,13
1300000,140000,1,1,0,2,1995.0,184.0,5.0,18.88,12
750000,35000,1,1,1,0,1461.0,83.8,5.0,20.45,9
800000,35000,1,1,1,0,1461.0,83.8,5.0,20.45,10
350000,156000,1,1,1,0,2179.0,138.1,7.0,11.57,14
200000,90000,3,1,1,0,796.0,47.3,5.0,22.74,12
150000,60000,1,1,1,4,1405.0,70.0,5.0,17.0,17
800000,36000,1,1,1,0,1461.0,108.5,5.0,19.01,9
350000,20000,3,1,1,2,814.0,55.2,5.0,21.1,8
350000,160000,1,1,1,0,2179.0,138.0,7.0,13.93,14
250000,185000,1,1,1,0,2609.0,116.6,9.0,12.7,19
170000,110000,1,1,1,2,1405.0,71.0,5.0,17.0,15
395000,10800,3,1,1,0,799.0,53.3,5.0,25.17,7
450000,120000,1,1,1,0,2523.0,62.1,7.0,15.96,13
500000,15000,3,1,1,0,1197.0,81.8,5.0,20.89,6
200000,67500,1,1,1,0,1948.0,68.0,10.0,12.2,13
1200000,30000,1,1,1,0,2179.0,153.86,7.0,17.6,8
400000,50000,1,1,1,0,1198.0,77.0,6.0,25.32,9
650000,100000,1,1,1,0,1493.0,100.0,7.0,18.49,9
550000,150000,1,1,1,0,2523.0,63.0,9.0,15.96,9
1100000,110000,1,1,1,0,2179.0,140.0,7.0,16.0,10
254999,30000,3,1,1,0,796.0,47.3,5.0,22.74,13
180000,60000,3,1,1,0,796.0,46.3,5.0,19.7,14
160000,255000,1,1,1,2,2489.0,95.0,8.0,13.0,15
225000,120000,1,1,1,2,1991.0,123.7,5.0,16.52,17
270000,49900,3,1,1,2,796.0,47.3,5.0,22.74,10
310000,86000,1,1,1,0,1248.0,88.8,5.0,21.12,13
225000,71850,3,1,1,0,1198.0,67.0,5.0,20.63,10
300000,95000,1,1,1,4,1248.0,75.0,5.0,21.2,10
250000,70000,3,1,1,1,1298.0,85.8,5.0,17.5,17
180000,35000,3,1,1,0,814.0,55.2,5.0,21.1,14
550000,50000,3,1,1,0,1197.0,83.14,5.0,20.85,10
300000,120000,1,1,1,4,2523.0,63.0,7.0,13.6,18
900000,145000,1,1,1,0,1582.0,126.2,5.0,22.7,10
254999,190000,1,1,1,4,1248.0,81.83,5.0,19.44,13
1530000,40000,1,1,1,0,2179.0,138.0,7.0,16.0,7
590000,110000,1,1,1,0,1248.0,74.0,5.0,27.39,10
170000,112000,2,1,1,2,1061.0,57.5,5.0,17.3,17
2600000,70000,1,1,0,0,1968.0,143.0,5.0,20.38,8
475000,110000,1,1,1,0,1248.0,73.94,5.0,23.2,9
700000,29000,1,1,1,0,1186.0,73.97,5.0,24.0,7
376000,60000,3,1,1,0,998.0,67.1,5.0,18.9,14
100000,120000,3,1,1,1,1248.0,81.83,5.0,19.44,23
75000,46000,3,1,1,1,796.0,37.0,4.0,16.1,21
440000,120000,1,1,0,4,2179.0,120.0,8.0,11.79,13
390000,80000,3,1,1,0,998.0,67.04,5.0,20.51,9
725000,159000,1,1,1,2,2494.0,102.0,7.0,12.8,13
325000,110000,1,1,1,2,2523.0,62.1,7.0,15.96,13
170000,75000,3,1,1,2,796.0,46.3,5.0,19.7,15
215000,120000,1,1,1,4,1248.0,73.9,5.0,19.3,15
350000,110000,3,1,1,4,1497.0,118.0,5.0,17.0,15
80000,80000,3,1,1,1,995.0,62.0,5.0,18.0,16
195000,80000,3,1,1,2,814.0,55.2,5.0,21.1,13
280000,85000,1,1,1,0,1248.0,81.83,5.0,19.44,14
335000,71000,1,0,1,0,1461.0,84.8,5.0,21.64,11
475000,108000,1,0,1,0,2179.0,140.0,7.0,16.0,14
484999,75000,1,0,1,0,1461.0,83.8,5.0,19.87,10
650000,22000,3,1,1,2,1462.0,103.25,5.0,21.56,7
1850000,76131,1,1,0,0,2967.0,241.4,5.0,13.22,11
700000,30000,3,1,1,2,1197.0,81.83,5.0,18.6,7
3000000,65000,1,1,0,0,2967.0,241.4,7.0,12.07,11
900000,60000,1,1,1,0,2523.0,75.0,7.0,15.4,7
350000,80000,1,1,1,0,1199.0,73.9,5.0,22.07,12
285000,80000,3,1,0,2,2997.0,218.0,5.0,9.0,20
1850000,70000,1,1,0,0,2967.0,241.4,7.0,12.07,13
750000,51777,1,0,1,0,1248.0,88.5,5.0,24.3,8
1650000,64788,1,0,0,0,2179.0,115.0,5.0,0.0,12
600000,20000,3,1,1,0,1199.0,88.76,5.0,19.5,7
565000,19000,3,1,1,0,999.0,75.0,5.0,18.78,7
